&#65279;"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"UXT66MKU","book","2018","Rissman, Rebecca","Hidden women: the African-American mathematicians of NASA who helped America win the space race","","978-1-5157-9964-1 978-1-5157-9963-4","","","","","2018","2020-09-16 14:50:08","2020-09-25 21:13:53","","","112","","","","","Hidden women","Encounter","","","","Capstone Press, a Capstone imprint","North Mankato, Minnesota","English","","","","","WorldCat Discovery Service","","Section: 112 pages : color illustrations ; 24 cm.","","","","African American mathematicians Biography Juvenile literature.; African American mathematicians Biography.; African American mathematicians.; African American women Biography Juvenile literature.; African American women Biography.; African American women scientists Biography Juvenile literature.; African American women scientists.; African American women.; African Americans Biography Juvenile literature.; African Americans Biography.; African Americans.; Biographies.; Employees.; Juvenile works.; Space race Juvenile literature.; Space race.; United States.; United States. National Aeronautics and Space Administration Officials and employees Biography Juvenile literature.; United States. National Aeronautics and Space Administration.; Women mathematicians United States Biography Juvenile literature.; Women mathematicians United States Biography.; Women mathematicians.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"P5T9BTAX","book","2019","Mukherjee, Sumita.","Women in S.T.E.M.","","978-1-09-536665-3","","","","","2019","2020-09-16 14:50:08","2020-09-25 21:16:35","","","61","","","","","","","","","","Sumita Mukherjee","","English","","","","","WorldCat Discovery Service","","Section: 61 pages, col. ill. ;","","","","Science juvenile literature.; Scientists.; Women biography.; Women scientists biography juvenile literature.; Women scientists.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"JCPZDUFS","book","2017","Beery, Janet; Greenwald, Sarah J.; Jensen-Vallin, Jacqueline A.; Mast, Maura B.; Mathematical Association of America.","Women in mathematics: celebrating the centennial of the Mathematical Association of America","","978-3-319-66693-8 978-3-319-88303-8","","","","","2017","2020-09-16 14:50:08","2020-09-25 21:17:37","","","xii, 405","","","","","Women in mathematics","Association for women in mathematics series, 2364-5733 ; volume 10","","","","Springer","Cham, Switzerland","English","","","","","WorldCat Discovery Service","","Section: xii, 405 pages : illustrations (some color) ; 25 cm","","","","History.; Mathematics History.; Mathematics.; Women mathematicians History.; Women mathematicians.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"F6FTEF6N","book","2001","Murray, Margaret Anne Marie","Women becoming mathematicians: creating a professional identity in post-World War II America","","978-0-262-13369-2 978-0-262-63246-1","","","","","2001","2020-09-16 14:50:08","2020-09-25 21:16:12","","","xviii, 277","","","","","Women becoming mathematicians","","","","","MIT Press","Cambridge, Massachusetts","English","","","","","WorldCat Discovery Service","","Section: xviii, 277 pages, 8 unnumbered pages of plates : illustrations ; 24 cm","","","","United States.; Women mathematicians United States.; Women mathematicians.","","","","","","","","","","","","","","","","","","","","","Paperback edition.","","","","","","","","","","","","","","","","","","","","","","","","","",""
"URKBNDHV","book","2017","Shetterly, Margot Lee","Hidden figures: the American dream and the untold story of the Black women mathematicians who helped win the space race","","978-0-06-267728-0 978-0-06-279895-4","","","","","2017","2020-09-16 14:50:08","2020-09-25 21:09:24","","","14","","","","","Hidden figures","","","","","William Morrow, an imprint of HarperCollins Publishers","New York, NY","English","","","","","WorldCat Discovery Service","","Section: xviii, 346, 14 pages, 8 unnumbered pages of plates : illustrations ; 21 cm","","","","African American mathematicians Biography.; African American mathematicians.; African American women Biography.; African American women.; Biographies.; Employees.; Space race.; United States.; United States. National Aeronautics and Space Administration Officials and employees Biography.; United States. National Aeronautics and Space Administration.; Women mathematicians United States Biography.; Women mathematicians.","","","","","","","","","","","","","","","","","","","","","First William Morrow paperback edition.","","","","","","","","","","","","","","","","","","","","","","","","","",""
"NL2H4B69","book","2015","Swaby, Rachel","Headstrong: 52 women who changed science-- and the world","","978-0-553-44679-1 978-1-101-89057-8","","","http://www.gbv.de/dms/bowker/toc/9780553446791.pdf","","2015","2020-09-16 14:50:08","2020-09-25 21:07:44","2020-09-16 14:50:08","","xiv, 273","","","","","Headstrong","","","","","Broadway Books","New York","English","","","","","WorldCat Discovery Service","","Section: xiv, 273 pages ; 21 cm","","","","Biographies.; Kvinnliga forskare.; Naturwissenschaftlerin; Women astronomers Biography.; Women astronomers.; Women biologists Biography.; Women biologists.; Women mathematicians Biography.; Women mathematicians.; Women physicians Biography.; Women physicians.; Women physicists Biography.; Women physicists.; Women scientists Biography.; Women scientists.","","","","","","","","","","","","","","","","","","","","","First edition.","","","","","","","","","","","","","","","","","","","","","","","","","",""
"KN2WL675","book","2005","Case, Bettye Anne.; Leggett, Anne M.","Complexities: women in mathematics","","978-0-691-11462-0 978-0-691-17109-8","","","http://catdir.loc.gov/catdir/toc/fy0612/2004048843.html","","2005","2020-09-16 14:50:32","2020-09-25 20:28:37","2020-09-16 14:50:27","","xix, 412","","","","","Complexities","","","","","Princeton University Press","Princeton, N.J.","English","","","","","WorldCat Discovery Service","","Section: xix, 412 pages, 22 unnumbered pages of plates : illustrations ; 25 cm","","","","Beroepspraktijk.; Biographies.; Feminism and science United States.; Feminism and science.; Frau.; Geschichte 175-2000; Geschichte 1750-2000; History.; Interview; Mathematics Vocational guidance United States.; Mathematics Vocational guidance.; Mathematik; Mathematikerin; United States.; USA.; Vrouwen.; Wiskundigen.; Wissenschaftlerin; Women in mathematics United States History.; Women in mathematics.; Women mathematicians United States Biography.; Women mathematicians.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"DDDFQCB8","book","2018","Shetterly, Margot Lee; Conkling, Winifred; Freeman, Laura (Illustrator),; Shetterly, Margot Lee.","Hidden figures: the true story of four Black women and the space race","","978-0-06-274246-9","","","","","2018","2020-09-16 14:50:32","2020-09-25 20:23:32","","","","","","","","Hidden figures","","","","","Harper, an imprint of HarperCollinsPublishers","New York, NY","English","","","","","WorldCat Discovery Service","","Section: 1 volume (unpaged) : color illustrations ; 29 cm","","","","African American mathematicians; African American mathematicians Biography Juvenile literature.; African American mathematicians.; African American women; African American women Biography Juvenile literature.; African American women.; African Americans Biography; African Americans.; Astronautics.; Biographies.; Coretta Scott King Honor Illustrator, 2019; Darden, Christine M. Juvenile literature; Employees.; Jackson, Mary, 1921-2005 Juvenile literature.; Johnson, Katherine G.; Johnson, Katherine G. Juvenile literature; Juvenile literature.; JUVENILE NONFICTION Biography & Autobiography Science & Technology.; JUVENILE NONFICTION Mathematics.; JUVENILE NONFICTION People & Places United States African American.; Juvenile works.; Mathematicians United States.; Picture books for children.; Picture books.; Space race; Space race Juvenile literature.; Space race.; United States.; United States. National Aeronautics and Space Administration Officials and employees Juvenile literature.; United States. National Aeronautics and Space Administration Officials and employees.; United States. National Aeronautics and Space Administration.; Vaughan, Dorothy, 1910-2008 Juvenile literature.; Women Biography; Women mathematicians; Women mathematicians United States Biography Juvenile literature.; Women mathematicians.; Women.","","","","","","","","","","","","","","","","","","","","","First edition.","","","","","","","","","","","","","","","","","","","","","","","","","",""
"B8CDP7S6","book","2018","Evans, Claire Lisa","Broad band: the untold story of the women who made the Internet","","978-0-7352-1175-9","","","","","2018","2020-09-16 14:50:32","2020-09-25 20:25:55","","","278","","","","","Broad band","","","","","Portfolio/Penguin","New York, New York","English","","","","","WorldCat Discovery Service","","Section: 278 pages : illustrations ; 24 cm","","","","Atarazanas; Biographies.; BIOGRAPHY & AUTOBIOGRAPHY Science & Technology.; BIOGRAPHY & AUTOBIOGRAPHY Women.; Computer; Frau; History.; Informatikerin; Informationstechnik; Internet History.; Internet.; Women computer scientists Biography.; Women computer scientists.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"S3RYEDVW","book","2016","Shetterly, Margot Lee; Shetterly, Margot Lee.","Hidden figures: the untold true story of four African-American women who helped launch our nation into space","","978-0-06-266238-5 978-0-06-266237-8 978-0-606-39623-3 978-0-605-95898-2","","","http://margotleeshetterly.com/","","2016","2020-09-16 14:50:32","2020-09-25 20:23:02","2020-09-16 14:50:29","","231","","","","","Hidden figures","","","","","Harper, An Imprint of HarperCollins Publishers","New York, NY","English","","","","","WorldCat Discovery Service","","Section: 231 pages : illustrations ; 22 cm","","","","African American mathematicians Biography Juvenile literature.; African American mathematicians.; African American women Biography Juvenile literature.; African American women.; African Americans Biography.; Biographies.; Employees.; JUVENILE NONFICTION Biography & Autobiography Women.; JUVENILE NONFICTION Mathematics.; JUVENILE NONFICTION People & Places United States African American.; Juvenile works.; Space race Juvenile literature.; Space race.; United States.; United States. National Aeronautics and Space Administration Biography Juvenile literature.; United States. National Aeronautics and Space Administration Biography.; United States. National Aeronautics and Space Administration Officials and employees Biography Juvenile literature.; United States. National Aeronautics and Space Administration.; Women Biography.; Women mathematicians United States Biography Juvenile literature.; Women mathematicians.","","","","","","","","","","","","","","","","","","","","","Young readers' edition. First edition.","","","","","","","","","","","","","","","","","","","","","","","","","",""
"928K3QVP","book","2013","WIN (Conference) (2nd : 2011 : Banff, Alta.); David, Chantal; Lalín, Matilde; Manes, Michelle","Women in Numbers 2: research directions in number theory : BIRS Workshop, WIN2 - Women in Numbers 2, November 6-11, 2011, Banff International Research Station, Banff, Alberta, Canada","","978-1-4704-1022-3","","","","","2013","2020-09-16 14:50:32","2020-09-25 20:21:58","","","x, 206","","","","","Women in Numbers 2","Centre de recherches mathématiques proceedings","","","","American Mathematical Society ;","Providence, Rhode Island","English","","","","","WorldCat Discovery Service","","Section: x, 206 pages : illustrations ; 26 cm.","","","","Algebraic geometry Surfaces and higher-dimensional varieties $K3$ surfaces and Enriques surfaces.; Arithmetical algebraic geometry Congresses.; Arithmetical algebraic geometry.; Conference papers and proceedings.; Curves, Elliptic Congresses.; Curves, Elliptic.; Information and communication, circuits Communication, information Cryptography.; Number theory Algebraic number theory: global fields PV-numbers and generalizations; other special algebraic numbers; Mahler measure.; Number theory Algebraic number theory: global fields Quadratic extensions.; Number theory Arithmetic algebraic geometry (Diophantine geometry) -functions of varieties over global fields; Birch-Swinnerton-Dyer conjecture.; Number theory Arithmetic algebraic geometry (Diophantine geometry) Elliptic curves over global fields.; Number theory Computational number theory Algorithms; complexity.; Number theory Congresses.; Number theory Finite fields and commutative rings (number-theoretic aspects) Other character sums and Gauss sums.; Number theory Multiplicative number theory Asymptotic results on arithmetic functions.; Number theory.; Special functions (33-XX deals with the properties of functions as functions) Hypergeometric functions Generalized hypergeometric series.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"GYDRFTIW","book","2008","Waisman, Charlotte S.; Tietjen, Jill S.; Cairns Collection of American Women Writers.","Her story: a timeline of the women who changed America","","978-0-06-124651-7 978-0-06-211396-2","","","http://catdir.loc.gov/catdir/enhancements/fy0911/2007029942-b.html","","2008","2020-09-16 14:50:32","2020-09-25 20:22:19","2020-09-16 14:50:30","","259","","","","","Her story","Nationwide Women's Program","","","","HarperCollins","New York","English","","","","","WorldCat Discovery Service","","Section: 259 pages : illustrations (chiefly color) ; 21 x 27 cm","","","","Chronologies.; History.; United States History Chronology.; United States.; Women United States History Juvenile literature.; Women United States History.; Women.","","","","","","","","","","","","","","","","","","","","","1st ed.","","","","","","","","","","","","","","","","","","","","","","","","","",""
"JGJ8CS2E","book","2017","Layton, Anita T.; Miller, Laura A.","Women in mathematical biology: research collaboration workshop, Nimbios, Knoxville, June 2015","","978-3-319-60302-5","","","","","2017","2020-09-16 14:50:32","2020-09-25 20:25:13","","","viii, 252","","","","","Women in mathematical biology","Association for Women in Mathematics Series ; volume 8","","","","Springer","Cham","English","","","","","WorldCat Discovery Service","","Section: viii, 252 pages : illustrations ; 25 cm","","","","Biology Mathematical models.; Women biologists.; Women mathematicians.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6PH9G5Q3","book","2016","Maggs, Sam; Foster-Dimino, Sophia","Wonder women: 25 innovators, inventors, and trailblazers who changed history","","978-1-59474-925-4","","","","","2016","2020-09-16 14:50:32","2020-09-25 20:23:51","","","238","","","","","Wonder women","","","","","Quirk Books","Philadelphia","English","","","","","WorldCat Discovery Service","","Section: 238 pages : color illustrations ; 20 cm","","","","Biographies.; BIOGRAPHY & AUTOBIOGRAPHY Women.; HISTORY Women.; Illustrated books.; Individuality.; SCIENCE History.; Women Biography.; Women in science Biography.; Women in science.; Women inventors Biography.; Women inventors.; Women scientists Biography.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"JI5AJ4E2","book","2018","Favilli, Elena; Cavallo, Francesca","Good night stories for rebel girls: 100 tales of extraordinary women","","978-0-9978958-1-0 978-0-14-198600-5 978-0-12-042047-6","","","https://www.rebelgirls.co/","","2018","2020-09-16 14:50:32","2020-09-25 20:25:34","2020-09-16 14:50:32","","xii, 212","","","","","Good night stories for rebel girls","","","","","Timbuktu Labs","[Venice, CA]","English","","","","","WorldCat Discovery Service","","Section: xii, 212 pages : color illustrations ; 25 cm","","","","Biographies.; JUVENILE NONFICTION Biography & Autobiography Women.; Juvenile works.; Women Biography Juvenile literature.; Women.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"HK8ZGJPN","book","2012","Bárcenas, Noé; Galaz-García, Fernando; Moreno Rocha, Mónica","Mexican mathematicians abroad: recent contributions : first workshop, Matemáticos Mexicanos Jóvenes en el Mundo, August 22-24, 2012, Centro de Investigación en Matemáticas, A.C., Guanajuato, Mexico","","978-1-4704-2192-2","","","","","2012","2020-09-16 14:50:32","2020-09-25 21:07:24","","","xvi, 237","","","","","Mexican mathematicians abroad","Contemporary mathematics ; 657","","","","American Mathematical Society","Providence, Rhode Island","English","","","","","WorldCat Discovery Service","","Section: xvi, 237 pages : illustrations ; 25 cm.","","","","Algebraic geometry Cycles and subschemes Riemann-Roch theorems.; Category theory; homological algebra Instructional exposition (textbooks, tutorial papers, etc.); Commutative algebra Arithmetic rings and other special rings Cluster algebras.; Commutative algebra Homological methods Local cohomology.; Conference papers and proceedings.; Dynamical systems and ergodic theory Low-dimensional dynamical systems Rotation numbers and vectors.; Functional analysis Measures, integration, derivative, holomorphy (all involving infinite-dimensional spaces) Infinite-dimensional holomorphy.; Functional analysis Topological algebras, normed rings and algebras, Banach algebras General theory of topological algebras.; Group theory and generalizations Representation theory of groups Representations of infinite symmetric groups.; Mathematicians Mexico Congresses.; Mathematicians.; Mathematics Mexico Congresses.; Mathematics.; Mexico.; Women mathematicians Mexico Congresses.; Women mathematicians.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
