&#65279;"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"GSMYM4R7","book","2002","Padavic, Irene.; Reskin, Barbara F.","Women and men at work","","978-0-7619-8710-9","","","http://catdir.loc.gov/catdir/enhancements/fy0658/2002005212-t.html","","2002","2020-09-16 14:06:50","2020-09-22 14:57:30","2020-09-16 14:06:48","","xiii, 217","","","","","","Sociology for a new century","","","","Pine Forge Press","Thousand Oaks","English","","","","","WorldCat Discovery Service","","Section: xiii, 217 pages : illustrations ; 23 cm","","","","Arbeit.; Diskriminierung.; Geschlecht.; Men Employment United States.; Men Employment.; Sex discrimination in employment United States.; Sex discrimination in employment.; United States.; USA.; Women Employment United States.; Women Employment.","","","","","","","","","","","","","","","","","","","","","2nd ed.","","","","","","","","","","","","","","","","","","","","","","","","","",""
"QEFYPJHJ","book","2002","Russo, Ethan.; Dreher, Melanie Creagan.; Mathre, Mary Lynn.","Women and cannabis: medicine, science, and sociology","","978-0-7890-2100-7 978-0-7890-2101-4","","","http://catdir.loc.gov/catdir/toc/fy036/2002013697.html","","2002","2020-09-16 14:06:50","2020-09-22 14:55:58","2020-09-16 14:06:48","","187","","","","","Women and cannabis","Journal of cannabis therapeutics ; v. 2, no. 3/4 2002","","","","Haworth Herbal Press","New York","English","","","","","WorldCat Discovery Service","","Section: 187 pages : illustrations ; 23 cm.","","","","Cannabinoids therapeutic use.; Cannabinoids Therapeutic use.; Cannabis Therapeutic use.; Cannabis.; Marijuana Smoking.; Marijuana Therapeutic use.; Phytotherapy.; Plant Preparations therapeutic use.; Women Diseases Alternative treatment.; Women's Health.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"52C586RY","book","2000","Rosser, Sue Vilhauer.","Women, science, and society: the crucial union","","978-0-8077-3943-3 978-0-8077-3942-6","","","","","2000","2020-09-16 14:06:50","2020-09-22 14:56:25","","","x, 166","","","","","Women, science, and society","Athene series","","","","Teachers College Press","New York","English","","","","","WorldCat Discovery Service","","Section: x, 166 pages : illustrations ; 24 cm.","","","","Biotechnologie.; Feminism.; Natuurwetenschappen.; Physicians, Women.; Samenwerking.; Science.; Voortplantingstechnieken.; Vrouwen.; Vrouwenstudies.; Women life scientists.; Women.; Women's studies.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2HQDXKWS","book","2016","Ignotofsky, Rachel","Women in science: 50 fearless pioneers who changed the world","","978-1-60774-976-9","","","http://www.tenspeed.com","","2016","2020-09-16 14:06:50","2020-09-22 14:57:57","2020-09-16 14:06:49","","127","","","","","Women in science","","","","","Ten Speed Press","New York","English","","","","","WorldCat Discovery Service","","Section: 127 pages : color illustrations ; 24 cm","","","","Biographies.; BIOGRAPHY & AUTOBIOGRAPHY / Science & Technology.; BIOGRAPHY & AUTOBIOGRAPHY Science & Technology.; Biography.; Comic books, strips, etc.; Femmes dans les sciences.; Femmes scientifiques Biographies.; Juvenile works.; Medicine Comic books, strips, etc.; Medicine.; SCIENCE / Reference.; SCIENCE Reference.; SOCIAL SCIENCE / Women's Studies.; SOCIAL SCIENCE Women's Studies.; Women Biography.; Women scientists Biography Juvenile literature.; Women scientists Biography.; Women scientists.; YOUNG ADULT NONFICTION Biography & Autobiography Women.; YOUNG ADULT NONFICTION Biography & Autobiography.","","","","","","","","","","","","","","","","","","","","","First edition.","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5BUT9Y77","book","2013","Goldman, Marlene B.; Troisi, Rebecca.; Rexrode, Kathryn M.","Women and health","","978-0-12-384978-6","","","http://0-www.sciencedirect.com.emu.londonmet.ac.uk/science/book/9780123849786","","2013","2020-09-16 14:06:50","2020-09-22 14:58:27","2020-09-16 14:06:49","","xxxi, 1581","","","","","","","","","","Elsevier/Academic Press","Amsterdam","English","","","","","WorldCat Discovery Service","","Section: xxxi, 1581 pages : illustrations","","","","Aufsatzsammlung; Femmes Santé et hygiène.; Femmes.; Frau; Frau.; Gesundheit; Gezondheidszorg.; Santé des femmes.; Vrouwen.; Women Diseases.; Women Health and hygiene.; Women's Health.","","","","","","","","","","","","","","","","","","","","","2nd ed.","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8KA6X9C2","book","2007","Burke, Ronald J.; Mattis, Mary C.","Women and minorities in science, technology, engineering, and mathematics: upping the numbers","","978-1-84542-888-4 978-1-84720-687-9","","","http://catdir.loc.gov/catdir/toc/ecip0716/2007016049.html","","2007","2020-09-16 14:06:50","2020-09-22 15:38:51","2020-09-16 14:06:50","","xvii, 379","","","","","Women and minorities in science, technology, engineering, and mathematics","","","","","Edward Elgar","Cheltenham, UK ;","English","","","","","WorldCat Discovery Service","","Section: xvii, 379 pages : illustrations ; 24 cm","","","","Arbeitswelt; Berufsausbildung; Employment.; Engineering.; Frau; Frau.; Gleichberechtigung; Mathematics.; Mathematik; Minderheit; Minorities in engineering.; Minorities in mathematics.; Minorities in science.; Minorities in technology.; Minority Groups.; Naturwissenschaften; Science.; Technik; Technology.; Women in engineering.; Women in mathematics.; Women in science.; Women in technology.; Women.; Workforce.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6XUHWSQJ","book","2008","Benard, Cheryl","Women and nation building","","978-0-8330-4311-5","","","http://catdir.loc.gov/catdir/toc/ecip083/2007044221.html","","2008","2020-09-16 14:06:50","2020-09-22 15:39:15","2020-09-16 14:06:50","","xx, 191","","","","","","Rand Corporation monograph series ; MG-579-CMEPP","","","","RAND","Santa Monica, CA","English","","","","","WorldCat Discovery Service","","Section: xx, 191 pages : illustrations ; 23 cm","","","","Afghanistan.; Återuppbyggnad efter krig genusaspekter Afghanistan.; Frau.; Frauenpolitik.; Kvinnor och krig Afghanistan.; Nation-building Afghanistan.; Nation-building.; Nationenbildung.; POLITICAL SCIENCE Government Comparative.; POLITICAL SCIENCE International Relations General.; POLITICAL SCIENCE Political Freedom & Security International Security.; Politische Beteiligung.; Women Afghanistan Economic conditions.; Women Economic conditions.; Women Government policy.; Women in development Afghanistan.; Women in development.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6YQ2QKVQ","book","2006","Cohoon, J. McGrath.; Aspray, William.","Women and information technology: research on underrepresentation","","978-0-262-03345-9","","","http://www.books24x7.com/marc.asp?bookid=12935","","2006","2020-09-16 14:06:50","2020-09-22 15:38:23","2020-09-16 14:06:50","","xviii, 500","","","","","Women and information technology","","","","","MIT Press","Cambridge, Mass.","English","","","","","WorldCat Discovery Service","","Section: xviii, 500 pages : illustrations ; 24 cm","","","","54.00 computer science: general.; 71.31 sexes and their interrelations.; Beruf; Computers and women.; Computers.; Différences entre sexes en éducation.; Education.; Frau.; Informaticiennes.; Informatik; Information technology.; Informationstechnik; Ordinateurs et femmes.; Sex differences in education.; Unterprivilegierung; Women computer scientists.; Women.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"VSKME5GW","book","2005","Xie, Yu; Shauman, Kimberlee A.","Women in science: career processes and outcomes","","978-0-674-01859-4","","","","","2005","2020-09-16 14:06:50","2020-09-22 14:55:35","","","xvii, 318","","","","","Women in science","","","","","Harvard University Press","Cambridge, Mass.","English","","","","","WorldCat Discovery Service","","Section: xvii, 318 pages : illustrations ; 24 cm","","","","Women in science.; Women scientists.","","","","","","","","","","","","","","","","","","","","","1st Harvard University Press paperback ed.","","","","","","","","","","","","","","","","","","","","","","","","","",""
"DVNVGEQE","book","2008","Phipps, Alison.","Women in science, engineering and technology: three decades of UK initiatives","","978-1-85856-402-9","","","","","2008","2020-09-16 14:06:50","2020-09-22 14:56:49","","","v, 183","","","","","Women in science, engineering and technology","","","","","Trentham Books","Stoke-on-Trent","English","","","","","WorldCat Discovery Service","","Section: v, 183 pages ; 24 cm","","","http://bvbr.bib-bvb.de:8991/F?func=service&doc_library=BVB01&doc_number=016460061&line_number=0001&func_code=DB_RECORDS&service_type=MEDIA","Beruf; Frau.; Great Britain.; Industrial arts Vocational guidance Government policy Great Britain.; Kvinnopolitik Storbritannien.; Kvinnor och teknik.; Naturvetenskap.; Utbildningsval genusaspekter.; Women in science Government policy Great Britain.; Women in science Government policy.; Women Vocational guidance Government policy Great Britain.; Yrkesval Storbritannien.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2L77YARU","book","2000","Shaw, Debra Benita.","Women, science, and fiction: the Frankenstein inheritance","","978-0-312-23605-2 978-0-333-74158-0 978-0-7862-2747-1","","","http://catdir.loc.gov/catdir/toc/hol051/00034518.html","","2000","2020-09-16 14:07:22","2020-09-22 14:52:22","2020-09-16 14:07:20","","ix, 231","","","","","Women, science, and fiction","","","","","Palgrave","Houndmills, Basingstoke, Hampshire ;","English","","","","","WorldCat Discovery Service","","Section: ix, 231 pages ; 23 cm","","","","American fiction Women authors History and criticism.; American fiction Women authors.; Criticism, interpretation, etc.; English-speaking countries.; Frankenstein (Shelley, Mary Wollstonecraft); Frankenstein or the modern Prometheus (Shelley); Influence (Literary, artistic, etc.); Literature and science English-speaking countries.; Literature and science.; Science fiction, American History and criticism.; Science fiction, American.; Science fiction, English Women authors History and criticism.; Science fiction, English Women authors.; Science fiction.; Shelley, Mary Wollstonecraft, 1797-1851; Shelley, Mary Wollstonecraft, 1797-1851 Influence.; Shelley, Mary Wollstonecraft, 1797-1851.; Vrouwelijke auteurs.; Women and literature English-speaking countries.; Women and literature.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"QKHIWVR3","book","2001","Weisser, Susan Ostrov.","Women and romance: a reader","","978-0-8147-9354-1 978-0-8147-9355-8","","","http://catdir.loc.gov/catdir/enhancements/fy0734/2001030493-b.html","","2001","2020-09-16 14:07:22","2020-09-22 14:51:31","2020-09-16 14:07:20","","xiii, 477","","","","","Women and romance","","","","","","","English","","","","","WorldCat Discovery Service","","Section: xiii, 477 pages ; 26 cm","","","","Criticism, interpretation, etc.; Love in literature.; Love.; Romance fiction History and criticism.; Romance-language fiction.; Women and literature.; Women in literature.; Women.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"82LMW28Q","book","2001","Macmillan Reference USA (Firm)","Women in science.","","978-0-02-865502-4","","","","","2001","2020-09-16 14:07:22","2020-09-22 14:53:12","","","xii, 421","","","","","","Macmillan profiles","","","","Macmillan Reference USA","Detroit","English","","","","","WorldCat Discovery Service","","Section: xii, 421 pages : portraits ; 26 cm.","","","","Biographies.; Dictionaries.; Encyclopedias.; Science.; Scientists Encyclopedias.; Women Biography.; Women scientists Biography Dictionaries, Juvenile.; Women scientists.; Women.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PXADDCYY","book","2000","Lewis, Alfred Allan.","Ladies and not-so-gentle women","","978-0-670-85810-1","","","","","2000","2020-09-16 14:07:22","2020-09-22 14:53:34","","","xvi, 540","","","","","","","","","","Viking","New York","English","","","","","WorldCat Discovery Service","","Section: xvi, 540 pages : illustrations ; 25 cm","","","","1914-1918; Biographies.; De Wolfe, Elsie, 1865-1950; De Wolfe, Elsie, 1865-1950.; Female friendship United States.; Female friendship.; France.; Friendship.; Interior decorators Biography.; Interior decorators United States Biography.; Interior decorators.; Literary agents Biography.; Literary agents United States Biography.; Literary agents.; Marbury, Elisabeth, 1856-1933; Marbury, Elisabeth, 1856-1933.; Morgan, Anne Tracy, 1873-1952; Morgan, Anne Tracy, 1873-1952.; Philanthropists Biography.; Philanthropists United States Biography.; Philanthropists.; Theatrical producers and directors Biography.; Theatrical producers and directors United States Biography.; Theatrical producers and directors.; United States.; Vanderbilt, Anne Harriman, 1862?-1940; Vanderbilt, Anne Harriman, 1862?-1940.; War work.; Women United States Biography.; Women.; World War, 1914-1918 War work France.; World War, 1914-1918 War work.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"YY5QQMT5","book","2005","Walton, Andrea","Women and philanthropy in education","","978-0-253-34466-3","","","http://site.ebrary.com/id/10124802","","2005","2020-09-16 14:07:22","2020-09-22 14:51:55","2020-09-16 14:07:21","","xi, 356","","","","","","Philanthropic and nonprofit studies","","","","Indiana University Press","Bloomington","English","","","","","WorldCat Discovery Service","","Section: xi, 356 pages ; 25 cm.","","","","19e siècle.; 20e siècle.; Éducation des femmes.; Endowments United States History.; Endowments.; Enseignement supérieur.; États-Unis.; Femme.; Femmes dans l'enseignement supérieur États-Unis Histoire.; Femmes Enseignement supérieur États-Unis Histoire.; Femmes philanthropes États-Unis Histoire.; Fondation (Institution); Fondations États-Unis Histoire.; Histoire.; History.; Hochschullehrerin.; Philanthropie.; United States.; USA.; Women in higher education United States History.; Women in higher education.; Women philanthropists United States History.; Women philanthropists.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5JFGQBBM","book","2006","Fox, Mary Frank.; Johnson, Deborah G.; Rosser, Sue Vilhauer.","Women, gender, and technology","","978-0-252-03095-6 978-0-252-07336-6","","","http://catdir.loc.gov/catdir/toc/ecip0614/2006018048.html","","2006","2020-09-16 14:07:22","2020-09-22 14:54:44","2020-09-16 14:07:21","","viii, 204","","","","","","Women, gender, and technology","","","","University of Illinois Press","Urbana","English","","","","","WorldCat Discovery Service","","Section: viii, 204 pages : illustrations ; 23 cm.","","","","Computers and women United States.; Computers and women.; Femmes, Effets des innovations sur les États-Unis.; Frau; Frau.; Informatietechnologie.; Information technology Social aspects United States.; Information technology Social aspects.; Ordinateurs et femmes États-Unis.; Sekseverschillen.; Technologie; Technologie de l'information Aspect social États-Unis.; Technologie.; United States.; USA; USA.; Verenigde Staten.; Vrouwen.; Women Effect of technological innovations on United States.; Women Effect of technological innovations on.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"YELCHWBB","book","2000","Glover, Judith","Women and scientific employment","","978-0-312-22928-3 978-0-333-68318-7","","","","","2000","2020-09-16 14:07:22","2020-09-22 14:54:20","","","xi, 190","","","","","","","","","","St. Martin's Press","New York","English","","","","","WorldCat Discovery Service","","Section: xi, 190 pages : illustrations ; 23 cm","","","","Employment.; France.; Great Britain.; Science.; United States.; Women scientists Employment France.; Women scientists Employment Great Britain.; Women scientists Employment United States.; Women scientists Employment.; Women.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"XSRYGWPS","book","2017","Edwards, Sue Bradford","Women in science","","978-1-68078-294-3","","","","","2017","2020-09-16 14:07:22","2020-09-22 14:55:04","","","112","","","","","","Women's lives in history","","","","Essential Library, an imprint of Abdo Publishing","Minneapolis, Minnesota","English","","","","","WorldCat Discovery Service","","Section: 112 pages : illustrations (some color) ; 22 x 25 cm.","","","","Biographies.; Juvenile works.; Women in science Juvenile literature.; Women in science.; Women scientists Biography Juvenile literature.; Women scientists.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"EHWXVIN3","book","2001","Wyer, Mary.","Women, science, and technology: a reader in feminist science studies","","978-0-415-92607-2 978-0-415-92606-5","","","","","2001","2020-09-16 14:07:22","2020-09-22 14:51:10","","","xxviii, 376","","","","","Women, science, and technology","","","","","Routledge","New York","English","","","","","WorldCat Discovery Service","","Section: xxviii, 376 pages : illustrations ; 26 cm","","","http://bvbr.bib-bvb.de:8991/F?func=service&doc_library=BVB01&doc_number=009409784&line_number=0001&func_code=DB_RECORDS&service_type=MEDIA","Enseignement scientifique.; Feminism and science.; Feminism.; feminisme; Féminisme et sciences.; Féminisme.; Femmes dans les sciences.; Femmes en technologie.; Femmes.; Frau; Frau.; Genre.; kjønn; kvinner; naturvitenskap; Naturwissenschaften; Recherche scientifique et technique.; Science.; Sciences.; Scientifiques.; Technik; Technologie.; Technology.; teknologi; Vrouwenstudies.; Wetenschapsbeoefening.; Wissenschaft; Women in science.; Women in technology.; Women.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2PCXW7U9","book","2005","Kleinman, Daniel Lee.; Kinchy, Abby J.; Handelsman, Jo.","Controversies in science and technology","","978-0-299-20390-0 978-0-299-20394-8 978-1-934854-20-4 978-0-19-938377-1 978-0-913113-42-4","","","http://site.ebrary.com/id/10217086","","2005","2020-09-16 14:07:22","2020-09-22 14:53:57","2020-09-16 14:07:22","","","","","","","","Science and technology in society","","","","University of Wisconsin Press","Madison, Wis.","English","","","","","WorldCat Discovery Service","","Section: volumes <1, 3, 4> : illustrations ; 23 cm","","","","Agriculture.; Anti-Bacterial Agents.; Antibiotics in agriculture Popular works.; Antibiotics in agriculture.; Antibiotiques en agriculture Ouvrages de vulgarisation.; Biotechnology.; Bioterrorism Popular works.; Bioterrorism.; Bioterrorisme Ouvrages de vulgarisation.; Estrogen Replacement Therapy.; Genetic engineering Popular works.; Genetic engineering.; Génie génétique Ouvrages de vulgarisation.; Kontrolle; Menopause Hormone therapy Popular works.; Menopause Hormone therapy.; Ménopause Hormonothérapie Ouvrages de vulgarisation.; Menopause.; Nachhaltigkeit; Plants, Genetically Modified.; Popular works.; Science Social aspects.; Sciences Aspect social.; Technologie Aspect social.; Technology Social aspects.; Wissenschaftlich-technischer Fortschritt","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
